path,scenes,raw_scenes
results/coterie/C5Ootbmg-Yf_2024-04-01_18-20-58_UTC,"[(0.0, 0.867), (0.867, 1.667), (1.667, 3.1), (3.1, 5.6), (5.6, 7.433), (7.433, 8.367), (8.367, 9.0), (9.0, 9.8), (9.8, 11.0), (11.0, 11.833), (11.833, 12.533), (12.533, 13.2), (13.2, 13.767), (13.767, 14.533), (14.533, 17.1), (17.1, 17.733), (17.733, 18.333), (18.333, 19.167), (19.167, 19.733), (19.733, 20.233), (20.233, 20.733), (20.733, 21.267), (21.267, 21.833), (21.833, 22.867), (22.867, 24.333), (24.333, 24.867)]","[('00:00:00.000', '00:00:00.867'), ('00:00:00.867', '00:00:01.667'), ('00:00:01.667', '00:00:03.100'), ('00:00:03.100', '00:00:05.600'), ('00:00:05.600', '00:00:07.433'), ('00:00:07.433', '00:00:08.367'), ('00:00:08.367', '00:00:09.000'), ('00:00:09.000', '00:00:09.800'), ('00:00:09.800', '00:00:11.000'), ('00:00:11.000', '00:00:11.833'), ('00:00:11.833', '00:00:12.533'), ('00:00:12.533', '00:00:13.200'), ('00:00:13.200', '00:00:13.767'), ('00:00:13.767', '00:00:14.533'), ('00:00:14.533', '00:00:17.100'), ('00:00:17.100', '00:00:17.733'), ('00:00:17.733', '00:00:18.333'), ('00:00:18.333', '00:00:19.167'), ('00:00:19.167', '00:00:19.733'), ('00:00:19.733', '00:00:20.233'), ('00:00:20.233', '00:00:20.733'), ('00:00:20.733', '00:00:21.267'), ('00:00:21.267', '00:00:21.833'), ('00:00:21.833', '00:00:22.867'), ('00:00:22.867', '00:00:24.333'), ('00:00:24.333', '00:00:24.867')]"
results/coterie/C7SnXfEgTXf_2024-05-23_00-33-50_UTC,"[(0.0, 2.115), (2.115, 3.452), (3.452, 4.661), (4.661, 12.774), (12.774, 14.846), (14.846, 16.226), (16.226, 17.392), (17.392, 19.075), (19.075, 20.542), (20.542, 22.613), (22.613, 25.505)]","[('00:00:00.000', '00:00:02.115'), ('00:00:02.115', '00:00:03.452'), ('00:00:03.452', '00:00:04.661'), ('00:00:04.661', '00:00:12.774'), ('00:00:12.774', '00:00:14.846'), ('00:00:14.846', '00:00:16.226'), ('00:00:16.226', '00:00:17.392'), ('00:00:17.392', '00:00:19.075'), ('00:00:19.075', '00:00:20.542'), ('00:00:20.542', '00:00:22.613'), ('00:00:22.613', '00:00:25.505')]"
results/coterie/C-5_QPIyNVK_2024-08-20_21-17-52_UTC,"[(0.0, 6.567), (6.567, 8.7), (8.7, 15.733), (15.733, 18.633)]","[('00:00:00.000', '00:00:06.567'), ('00:00:06.567', '00:00:08.700'), ('00:00:08.700', '00:00:15.733'), ('00:00:15.733', '00:00:18.633')]"
results/coterie/C6q1DRvOxec_2024-05-07_13-38-16_UTC_1,"[(0.0, 5.284), (5.284, 7.808), (7.808, 10.433), (10.433, 12.654), (12.654, 17.467), (17.467, 20.092), (20.092, 22.481), (22.481, 25.039), (25.039, 27.361), (27.361, 29.75), (29.75, 32.409)]","[('00:00:00.000', '00:00:05.284'), ('00:00:05.284', '00:00:07.808'), ('00:00:07.808', '00:00:10.433'), ('00:00:10.433', '00:00:12.654'), ('00:00:12.654', '00:00:17.467'), ('00:00:17.467', '00:00:20.092'), ('00:00:20.092', '00:00:22.481'), ('00:00:22.481', '00:00:25.039'), ('00:00:25.039', '00:00:27.361'), ('00:00:27.361', '00:00:29.750'), ('00:00:29.750', '00:00:32.409')]"
results/healthybaby.co/C0SJ2okxsRd_2023-11-30_20-32-54_UTC_1,"[(0.0, 0.667), (0.667, 1.3), (1.3, 2.9), (2.9, 3.867), (3.867, 4.4), (4.4, 4.933), (4.933, 5.467), (5.467, 5.967), (5.967, 6.5), (6.5, 7.4), (7.4, 8.3), (8.3, 8.933), (8.933, 9.767), (9.767, 10.3), (10.3, 11.233), (11.233, 11.967), (11.967, 17.233), (17.233, 20.6), (20.6, 21.533), (21.533, 23.3), (23.3, 24.1), (24.1, 24.933), (24.933, 25.933), (25.933, 26.667), (26.667, 27.933), (27.933, 29.6), (29.6, 30.7), (30.7, 33.1)]","[('00:00:00.000', '00:00:00.667'), ('00:00:00.667', '00:00:01.300'), ('00:00:01.300', '00:00:02.900'), ('00:00:02.900', '00:00:03.867'), ('00:00:03.867', '00:00:04.400'), ('00:00:04.400', '00:00:04.933'), ('00:00:04.933', '00:00:05.467'), ('00:00:05.467', '00:00:05.967'), ('00:00:05.967', '00:00:06.500'), ('00:00:06.500', '00:00:07.400'), ('00:00:07.400', '00:00:08.300'), ('00:00:08.300', '00:00:08.933'), ('00:00:08.933', '00:00:09.767'), ('00:00:09.767', '00:00:10.300'), ('00:00:10.300', '00:00:11.233'), ('00:00:11.233', '00:00:11.967'), ('00:00:11.967', '00:00:17.233'), ('00:00:17.233', '00:00:20.600'), ('00:00:20.600', '00:00:21.533'), ('00:00:21.533', '00:00:23.300'), ('00:00:23.300', '00:00:24.100'), ('00:00:24.100', '00:00:24.933'), ('00:00:24.933', '00:00:25.933'), ('00:00:25.933', '00:00:26.667'), ('00:00:26.667', '00:00:27.933'), ('00:00:27.933', '00:00:29.600'), ('00:00:29.600', '00:00:30.700'), ('00:00:30.700', '00:00:33.100')]"
results/healthybaby.co/C3RCWt5Ol8A_2024-02-12_23-44-34_UTC,"[(0.0, 3.033), (3.033, 6.567), (6.567, 8.233), (8.233, 9.633), (9.633, 11.033), (11.033, 15.5)]","[('00:00:00.000', '00:00:03.033'), ('00:00:03.033', '00:00:06.567'), ('00:00:06.567', '00:00:08.233'), ('00:00:08.233', '00:00:09.633'), ('00:00:09.633', '00:00:11.033'), ('00:00:11.033', '00:00:15.500')]"
results/healthybaby.co/C3Blevwuey0_2024-02-06_23-40-13_UTC_1,"[(0.0, 3.033), (3.033, 6.567), (6.567, 8.233), (8.233, 9.633), (9.633, 11.033), (11.033, 15.5)]","[('00:00:00.000', '00:00:03.033'), ('00:00:03.033', '00:00:06.567'), ('00:00:06.567', '00:00:08.233'), ('00:00:08.233', '00:00:09.633'), ('00:00:09.633', '00:00:11.033'), ('00:00:11.033', '00:00:15.500')]"
results/healthybaby.co/C3NTFcRrinp_2024-02-11_12-50-32_UTC_1,"[(0.0, 3.033), (3.033, 6.567), (6.567, 8.233), (8.233, 9.633), (9.633, 11.033), (11.033, 15.5)]","[('00:00:00.000', '00:00:03.033'), ('00:00:03.033', '00:00:06.567'), ('00:00:06.567', '00:00:08.233'), ('00:00:08.233', '00:00:09.633'), ('00:00:09.633', '00:00:11.033'), ('00:00:11.033', '00:00:15.500')]"
results/pampersus/C7PtEmggi5l_2024-05-21_21-21-25_UTC,"[(0.0, 2.2), (2.2, 5.233), (5.233, 6.267), (6.267, 8.033), (8.033, 8.933), (8.933, 10.133), (10.133, 10.767), (10.767, 11.4), (11.4, 11.967), (11.967, 12.467), (12.467, 13.367), (13.367, 14.3), (14.3, 15.967), (15.967, 16.733), (16.733, 19.233), (19.233, 19.933), (19.933, 20.633), (20.633, 21.533), (21.533, 22.367), (22.367, 26.033), (26.033, 27.267), (27.267, 28.433), (28.433, 30.167), (30.167, 31.2), (31.2, 32.2), (32.2, 33.1), (33.1, 34.0), (34.0, 36.667)]","[('00:00:00.000', '00:00:02.200'), ('00:00:02.200', '00:00:05.233'), ('00:00:05.233', '00:00:06.267'), ('00:00:06.267', '00:00:08.033'), ('00:00:08.033', '00:00:08.933'), ('00:00:08.933', '00:00:10.133'), ('00:00:10.133', '00:00:10.767'), ('00:00:10.767', '00:00:11.400'), ('00:00:11.400', '00:00:11.967'), ('00:00:11.967', '00:00:12.467'), ('00:00:12.467', '00:00:13.367'), ('00:00:13.367', '00:00:14.300'), ('00:00:14.300', '00:00:15.967'), ('00:00:15.967', '00:00:16.733'), ('00:00:16.733', '00:00:19.233'), ('00:00:19.233', '00:00:19.933'), ('00:00:19.933', '00:00:20.633'), ('00:00:20.633', '00:00:21.533'), ('00:00:21.533', '00:00:22.367'), ('00:00:22.367', '00:00:26.033'), ('00:00:26.033', '00:00:27.267'), ('00:00:27.267', '00:00:28.433'), ('00:00:28.433', '00:00:30.167'), ('00:00:30.167', '00:00:31.200'), ('00:00:31.200', '00:00:32.200'), ('00:00:32.200', '00:00:33.100'), ('00:00:33.100', '00:00:34.000'), ('00:00:34.000', '00:00:36.667')]"
results/pampersus/C3Sw-2jO7Iy_2024-02-13_15-47-14_UTC_1,"[(0.0, 1.467), (1.467, 2.2), (2.2, 3.067), (3.067, 4.067), (4.067, 5.033), (5.033, 6.067), (6.067, 7.1), (7.1, 8.067), (8.067, 9.067), (9.067, 10.167), (10.167, 11.867), (11.867, 13.2), (13.2, 14.133), (14.133, 15.333), (15.333, 16.333), (16.333, 17.2), (17.2, 18.4), (18.4, 19.967), (19.967, 21.4), (21.4, 22.367), (22.367, 25.533), (25.533, 26.767), (26.767, 27.8), (27.8, 29.033), (29.033, 30.467), (30.467, 32.1), (32.1, 35.8), (35.8, 39.8), (39.8, 41.033), (41.033, 41.8), (41.8, 43.267), (43.267, 44.3), (44.3, 46.5), (46.5, 48.3), (48.3, 49.9), (49.9, 50.8), (50.8, 51.367), (51.367, 52.567), (52.567, 53.867), (53.867, 57.8), (57.8, 58.967), (58.967, 60.567)]","[('00:00:00.000', '00:00:01.467'), ('00:00:01.467', '00:00:02.200'), ('00:00:02.200', '00:00:03.067'), ('00:00:03.067', '00:00:04.067'), ('00:00:04.067', '00:00:05.033'), ('00:00:05.033', '00:00:06.067'), ('00:00:06.067', '00:00:07.100'), ('00:00:07.100', '00:00:08.067'), ('00:00:08.067', '00:00:09.067'), ('00:00:09.067', '00:00:10.167'), ('00:00:10.167', '00:00:11.867'), ('00:00:11.867', '00:00:13.200'), ('00:00:13.200', '00:00:14.133'), ('00:00:14.133', '00:00:15.333'), ('00:00:15.333', '00:00:16.333'), ('00:00:16.333', '00:00:17.200'), ('00:00:17.200', '00:00:18.400'), ('00:00:18.400', '00:00:19.967'), ('00:00:19.967', '00:00:21.400'), ('00:00:21.400', '00:00:22.367'), ('00:00:22.367', '00:00:25.533'), ('00:00:25.533', '00:00:26.767'), ('00:00:26.767', '00:00:27.800'), ('00:00:27.800', '00:00:29.033'), ('00:00:29.033', '00:00:30.467'), ('00:00:30.467', '00:00:32.100'), ('00:00:32.100', '00:00:35.800'), ('00:00:35.800', '00:00:39.800'), ('00:00:39.800', '00:00:41.033'), ('00:00:41.033', '00:00:41.800'), ('00:00:41.800', '00:00:43.267'), ('00:00:43.267', '00:00:44.300'), ('00:00:44.300', '00:00:46.500'), ('00:00:46.500', '00:00:48.300'), ('00:00:48.300', '00:00:49.900'), ('00:00:49.900', '00:00:50.800'), ('00:00:50.800', '00:00:51.367'), ('00:00:51.367', '00:00:52.567'), ('00:00:52.567', '00:00:53.867'), ('00:00:53.867', '00:00:57.800'), ('00:00:57.800', '00:00:58.967'), ('00:00:58.967', '00:01:00.567')]"
results/pampersus/C7kmStouRTx_2024-05-30_00-05-47_UTC_1,"[(0.0, 14.2), (14.2, 20.6), (20.6, 25.0), (25.0, 28.233), (28.233, 30.067), (30.067, 32.367), (32.367, 37.7), (37.7, 41.933), (41.933, 44.533), (44.533, 50.333), (50.333, 52.9)]","[('00:00:00.000', '00:00:14.200'), ('00:00:14.200', '00:00:20.600'), ('00:00:20.600', '00:00:25.000'), ('00:00:25.000', '00:00:28.233'), ('00:00:28.233', '00:00:30.067'), ('00:00:30.067', '00:00:32.367'), ('00:00:32.367', '00:00:37.700'), ('00:00:37.700', '00:00:41.933'), ('00:00:41.933', '00:00:44.533'), ('00:00:44.533', '00:00:50.333'), ('00:00:50.333', '00:00:52.900')]"
results/pampersus/C9ygmmVoAfO_2024-07-24_02-47-31_UTC,[],[]
results/pampersus/C_34z4juj2N_2024-09-13_22-04-35_UTC,"[(0.0, 3.6), (3.6, 5.233), (5.233, 8.2), (8.2, 8.8), (8.8, 9.233), (9.233, 10.2), (10.2, 10.733), (10.733, 11.333), (11.333, 12.133), (12.133, 13.1), (13.1, 15.6), (15.6, 17.067), (17.067, 18.1), (18.1, 19.433), (19.433, 20.667), (20.667, 24.633), (24.633, 26.3), (26.3, 27.9), (27.9, 29.267), (29.267, 30.933), (30.933, 32.567), (32.567, 33.867), (33.867, 37.4)]","[('00:00:00.000', '00:00:03.600'), ('00:00:03.600', '00:00:05.233'), ('00:00:05.233', '00:00:08.200'), ('00:00:08.200', '00:00:08.800'), ('00:00:08.800', '00:00:09.233'), ('00:00:09.233', '00:00:10.200'), ('00:00:10.200', '00:00:10.733'), ('00:00:10.733', '00:00:11.333'), ('00:00:11.333', '00:00:12.133'), ('00:00:12.133', '00:00:13.100'), ('00:00:13.100', '00:00:15.600'), ('00:00:15.600', '00:00:17.067'), ('00:00:17.067', '00:00:18.100'), ('00:00:18.100', '00:00:19.433'), ('00:00:19.433', '00:00:20.667'), ('00:00:20.667', '00:00:24.633'), ('00:00:24.633', '00:00:26.300'), ('00:00:26.300', '00:00:27.900'), ('00:00:27.900', '00:00:29.267'), ('00:00:29.267', '00:00:30.933'), ('00:00:30.933', '00:00:32.567'), ('00:00:32.567', '00:00:33.867'), ('00:00:33.867', '00:00:37.400')]"
results/pampersus/C-8ZINFJTN0_2024-08-21_19-27-10_UTC,"[(0.0, 3.567), (3.567, 4.833), (4.833, 6.167), (6.167, 7.7), (7.7, 8.933), (8.933, 11.433), (11.433, 16.267), (16.267, 16.833), (16.833, 19.133), (19.133, 21.4), (21.4, 23.9)]","[('00:00:00.000', '00:00:03.567'), ('00:00:03.567', '00:00:04.833'), ('00:00:04.833', '00:00:06.167'), ('00:00:06.167', '00:00:07.700'), ('00:00:07.700', '00:00:08.933'), ('00:00:08.933', '00:00:11.433'), ('00:00:11.433', '00:00:16.267'), ('00:00:16.267', '00:00:16.833'), ('00:00:16.833', '00:00:19.133'), ('00:00:19.133', '00:00:21.400'), ('00:00:21.400', '00:00:23.900')]"
results/pampersus/C8xIf9ZOSLR_2024-06-28_17-28-23_UTC,"[(0.0, 3.001), (3.001, 3.601), (3.601, 4.601), (4.601, 5.235), (5.235, 5.868), (5.868, 6.401), (6.401, 7.302), (7.302, 8.335), (8.335, 9.836), (9.836, 11.469), (11.469, 12.77), (12.77, 13.603), (13.603, 14.37), (14.37, 15.77), (15.77, 16.704), (16.704, 17.437), (17.437, 18.071), (18.071, 18.671), (18.671, 19.338), (19.338, 19.771), (19.771, 22.572), (22.572, 23.539), (23.539, 24.539), (24.539, 27.973), (27.973, 31.207), (31.207, 32.641), (32.641, 33.875), (33.875, 34.875), (34.875, 35.842), (35.842, 36.775), (36.775, 37.742), (37.742, 38.176), (38.176, 38.942), (38.942, 40.009), (40.009, 41.543), (41.543, 43.543)]","[('00:00:00.000', '00:00:03.001'), ('00:00:03.001', '00:00:03.601'), ('00:00:03.601', '00:00:04.601'), ('00:00:04.601', '00:00:05.235'), ('00:00:05.235', '00:00:05.868'), ('00:00:05.868', '00:00:06.401'), ('00:00:06.401', '00:00:07.302'), ('00:00:07.302', '00:00:08.335'), ('00:00:08.335', '00:00:09.836'), ('00:00:09.836', '00:00:11.469'), ('00:00:11.469', '00:00:12.770'), ('00:00:12.770', '00:00:13.603'), ('00:00:13.603', '00:00:14.370'), ('00:00:14.370', '00:00:15.770'), ('00:00:15.770', '00:00:16.704'), ('00:00:16.704', '00:00:17.437'), ('00:00:17.437', '00:00:18.071'), ('00:00:18.071', '00:00:18.671'), ('00:00:18.671', '00:00:19.338'), ('00:00:19.338', '00:00:19.771'), ('00:00:19.771', '00:00:22.572'), ('00:00:22.572', '00:00:23.539'), ('00:00:23.539', '00:00:24.539'), ('00:00:24.539', '00:00:27.973'), ('00:00:27.973', '00:00:31.207'), ('00:00:31.207', '00:00:32.641'), ('00:00:32.641', '00:00:33.875'), ('00:00:33.875', '00:00:34.875'), ('00:00:34.875', '00:00:35.842'), ('00:00:35.842', '00:00:36.775'), ('00:00:36.775', '00:00:37.742'), ('00:00:37.742', '00:00:38.176'), ('00:00:38.176', '00:00:38.942'), ('00:00:38.942', '00:00:40.009'), ('00:00:40.009', '00:00:41.543'), ('00:00:41.543', '00:00:43.543')]"
results/pampersus/C69Ee2pJnBy_2024-05-14_15-39-48_UTC,"[(0.0, 4.004), (4.004, 9.051), (9.051, 14.473), (14.473, 17.643), (17.643, 23.607), (23.607, 24.9), (24.9, 27.444), (27.444, 37.287)]","[('00:00:00.000', '00:00:04.004'), ('00:00:04.004', '00:00:09.051'), ('00:00:09.051', '00:00:14.473'), ('00:00:14.473', '00:00:17.643'), ('00:00:17.643', '00:00:23.607'), ('00:00:23.607', '00:00:24.900'), ('00:00:24.900', '00:00:27.444'), ('00:00:27.444', '00:00:37.287')]"
results/pampersus/C2hps6UgHby_2024-01-25_14-00-00_UTC_1,"[(0.0, 0.6), (0.6, 1.1), (1.1, 1.6), (1.6, 2.4), (2.4, 2.9), (2.9, 3.7), (3.7, 4.5), (4.5, 5.0), (5.0, 10.3), (10.3, 20.167), (20.167, 26.667), (26.667, 32.833), (32.833, 34.033), (34.033, 41.433), (41.433, 50.533), (50.533, 58.633), (58.633, 66.833), (66.833, 74.867), (74.867, 79.733)]","[('00:00:00.000', '00:00:00.600'), ('00:00:00.600', '00:00:01.100'), ('00:00:01.100', '00:00:01.600'), ('00:00:01.600', '00:00:02.400'), ('00:00:02.400', '00:00:02.900'), ('00:00:02.900', '00:00:03.700'), ('00:00:03.700', '00:00:04.500'), ('00:00:04.500', '00:00:05.000'), ('00:00:05.000', '00:00:10.300'), ('00:00:10.300', '00:00:20.167'), ('00:00:20.167', '00:00:26.667'), ('00:00:26.667', '00:00:32.833'), ('00:00:32.833', '00:00:34.033'), ('00:00:34.033', '00:00:41.433'), ('00:00:41.433', '00:00:50.533'), ('00:00:50.533', '00:00:58.633'), ('00:00:58.633', '00:01:06.833'), ('00:01:06.833', '00:01:14.867'), ('00:01:14.867', '00:01:19.733')]"
results/pampersus/C8qPsZfRr45_2024-06-26_01-15-15_UTC_1,"[(0.0, 2.433), (2.433, 4.067), (4.067, 5.233), (5.233, 6.167), (6.167, 7.333), (7.333, 8.367), (8.367, 9.567), (9.567, 10.767), (10.767, 11.967), (11.967, 13.133), (13.133, 14.267), (14.267, 15.633), (15.633, 16.7), (16.7, 17.433), (17.433, 19.167), (19.167, 20.7), (20.7, 21.933), (21.933, 29.4), (29.4, 30.033), (30.033, 31.667), (31.667, 33.4), (33.4, 35.0), (35.0, 35.9), (35.9, 39.667), (39.667, 40.367), (40.367, 41.133)]","[('00:00:00.000', '00:00:02.433'), ('00:00:02.433', '00:00:04.067'), ('00:00:04.067', '00:00:05.233'), ('00:00:05.233', '00:00:06.167'), ('00:00:06.167', '00:00:07.333'), ('00:00:07.333', '00:00:08.367'), ('00:00:08.367', '00:00:09.567'), ('00:00:09.567', '00:00:10.767'), ('00:00:10.767', '00:00:11.967'), ('00:00:11.967', '00:00:13.133'), ('00:00:13.133', '00:00:14.267'), ('00:00:14.267', '00:00:15.633'), ('00:00:15.633', '00:00:16.700'), ('00:00:16.700', '00:00:17.433'), ('00:00:17.433', '00:00:19.167'), ('00:00:19.167', '00:00:20.700'), ('00:00:20.700', '00:00:21.933'), ('00:00:21.933', '00:00:29.400'), ('00:00:29.400', '00:00:30.033'), ('00:00:30.033', '00:00:31.667'), ('00:00:31.667', '00:00:33.400'), ('00:00:33.400', '00:00:35.000'), ('00:00:35.000', '00:00:35.900'), ('00:00:35.900', '00:00:39.667'), ('00:00:39.667', '00:00:40.367'), ('00:00:40.367', '00:00:41.133')]"
results/pampersus/C8PSosPtwoY_2024-06-15_14-00-00_UTC_1,"[(0.0, 3.633), (3.633, 6.7), (6.7, 7.467), (7.467, 11.533), (11.533, 14.2), (14.2, 16.433), (16.433, 20.733), (20.733, 24.467), (24.467, 27.433), (27.433, 29.267)]","[('00:00:00.000', '00:00:03.633'), ('00:00:03.633', '00:00:06.700'), ('00:00:06.700', '00:00:07.467'), ('00:00:07.467', '00:00:11.533'), ('00:00:11.533', '00:00:14.200'), ('00:00:14.200', '00:00:16.433'), ('00:00:16.433', '00:00:20.733'), ('00:00:20.733', '00:00:24.467'), ('00:00:24.467', '00:00:27.433'), ('00:00:27.433', '00:00:29.267')]"
results/pampersus/C5lyREIApvm_2024-04-10_18-13-47_UTC,"[(0.0, 0.467), (0.467, 1.7), (1.7, 2.433), (2.433, 3.1), (3.1, 3.9), (3.9, 5.433), (5.433, 5.933), (5.933, 6.433), (6.433, 7.0), (7.0, 7.433), (7.433, 8.767), (8.767, 10.9), (10.9, 11.467), (11.467, 12.3), (12.3, 13.233), (13.233, 15.8), (15.8, 16.533), (16.533, 17.333), (17.333, 17.933), (17.933, 21.867), (21.867, 22.9), (22.9, 23.7), (23.7, 24.5), (24.5, 25.0), (25.0, 26.133), (26.133, 27.667), (27.667, 32.4), (32.4, 32.967), (32.967, 33.4), (33.4, 34.367), (34.367, 35.133), (35.133, 36.167), (36.167, 36.8)]","[('00:00:00.000', '00:00:00.467'), ('00:00:00.467', '00:00:01.700'), ('00:00:01.700', '00:00:02.433'), ('00:00:02.433', '00:00:03.100'), ('00:00:03.100', '00:00:03.900'), ('00:00:03.900', '00:00:05.433'), ('00:00:05.433', '00:00:05.933'), ('00:00:05.933', '00:00:06.433'), ('00:00:06.433', '00:00:07.000'), ('00:00:07.000', '00:00:07.433'), ('00:00:07.433', '00:00:08.767'), ('00:00:08.767', '00:00:10.900'), ('00:00:10.900', '00:00:11.467'), ('00:00:11.467', '00:00:12.300'), ('00:00:12.300', '00:00:13.233'), ('00:00:13.233', '00:00:15.800'), ('00:00:15.800', '00:00:16.533'), ('00:00:16.533', '00:00:17.333'), ('00:00:17.333', '00:00:17.933'), ('00:00:17.933', '00:00:21.867'), ('00:00:21.867', '00:00:22.900'), ('00:00:22.900', '00:00:23.700'), ('00:00:23.700', '00:00:24.500'), ('00:00:24.500', '00:00:25.000'), ('00:00:25.000', '00:00:26.133'), ('00:00:26.133', '00:00:27.667'), ('00:00:27.667', '00:00:32.400'), ('00:00:32.400', '00:00:32.967'), ('00:00:32.967', '00:00:33.400'), ('00:00:33.400', '00:00:34.367'), ('00:00:34.367', '00:00:35.133'), ('00:00:35.133', '00:00:36.167'), ('00:00:36.167', '00:00:36.800')]"
results/pampersus/C7SaJYMvtDP_2024-05-22_22-33-31_UTC_1,"[(0.0, 2.067), (2.067, 6.0), (6.0, 9.233), (9.233, 11.733), (11.733, 16.967), (16.967, 22.367), (22.367, 25.867), (25.867, 29.667)]","[('00:00:00.000', '00:00:02.067'), ('00:00:02.067', '00:00:06.000'), ('00:00:06.000', '00:00:09.233'), ('00:00:09.233', '00:00:11.733'), ('00:00:11.733', '00:00:16.967'), ('00:00:16.967', '00:00:22.367'), ('00:00:22.367', '00:00:25.867'), ('00:00:25.867', '00:00:29.667')]"
results/pampersus/C8H-R1VpiBF_2024-06-12_17-48-35_UTC_1,"[(0.0, 2.1), (2.1, 2.6), (2.6, 3.167), (3.167, 4.067), (4.067, 4.9), (4.9, 7.333), (7.333, 13.867), (13.867, 16.867), (16.867, 18.333), (18.333, 19.267), (19.267, 20.367), (20.367, 21.5), (21.5, 22.267), (22.267, 23.233), (23.233, 24.6), (24.6, 27.367), (27.367, 31.6), (31.6, 35.5), (35.5, 40.7), (40.7, 41.233), (41.233, 41.967), (41.967, 42.667), (42.667, 43.333), (43.333, 44.167)]","[('00:00:00.000', '00:00:02.100'), ('00:00:02.100', '00:00:02.600'), ('00:00:02.600', '00:00:03.167'), ('00:00:03.167', '00:00:04.067'), ('00:00:04.067', '00:00:04.900'), ('00:00:04.900', '00:00:07.333'), ('00:00:07.333', '00:00:13.867'), ('00:00:13.867', '00:00:16.867'), ('00:00:16.867', '00:00:18.333'), ('00:00:18.333', '00:00:19.267'), ('00:00:19.267', '00:00:20.367'), ('00:00:20.367', '00:00:21.500'), ('00:00:21.500', '00:00:22.267'), ('00:00:22.267', '00:00:23.233'), ('00:00:23.233', '00:00:24.600'), ('00:00:24.600', '00:00:27.367'), ('00:00:27.367', '00:00:31.600'), ('00:00:31.600', '00:00:35.500'), ('00:00:35.500', '00:00:40.700'), ('00:00:40.700', '00:00:41.233'), ('00:00:41.233', '00:00:41.967'), ('00:00:41.967', '00:00:42.667'), ('00:00:42.667', '00:00:43.333'), ('00:00:43.333', '00:00:44.167')]"
results/pampersus/C-Lo_7ehvvY_2024-08-02_21-02-22_UTC,"[(0.0, 3.967), (3.967, 4.567), (4.567, 5.833), (5.833, 11.6), (11.6, 20.4), (20.4, 22.233), (22.233, 24.4), (24.4, 25.733), (25.733, 26.867), (26.867, 28.6), (28.6, 30.533), (30.533, 35.833), (35.833, 37.733), (37.733, 38.5), (38.5, 39.7), (39.7, 43.867), (43.867, 48.833)]","[('00:00:00.000', '00:00:03.967'), ('00:00:03.967', '00:00:04.567'), ('00:00:04.567', '00:00:05.833'), ('00:00:05.833', '00:00:11.600'), ('00:00:11.600', '00:00:20.400'), ('00:00:20.400', '00:00:22.233'), ('00:00:22.233', '00:00:24.400'), ('00:00:24.400', '00:00:25.733'), ('00:00:25.733', '00:00:26.867'), ('00:00:26.867', '00:00:28.600'), ('00:00:28.600', '00:00:30.533'), ('00:00:30.533', '00:00:35.833'), ('00:00:35.833', '00:00:37.733'), ('00:00:37.733', '00:00:38.500'), ('00:00:38.500', '00:00:39.700'), ('00:00:39.700', '00:00:43.867'), ('00:00:43.867', '00:00:48.833')]"
results/pampersus/C59xBnCM_af_2024-04-20_01-39-52_UTC,"[(0.0, 2.7), (2.7, 8.4), (8.4, 12.3), (12.3, 18.667), (18.667, 21.733), (21.733, 23.733), (23.733, 30.8), (30.8, 32.4)]","[('00:00:00.000', '00:00:02.700'), ('00:00:02.700', '00:00:08.400'), ('00:00:08.400', '00:00:12.300'), ('00:00:12.300', '00:00:18.667'), ('00:00:18.667', '00:00:21.733'), ('00:00:21.733', '00:00:23.733'), ('00:00:23.733', '00:00:30.800'), ('00:00:30.800', '00:00:32.400')]"
results/pampersus/C74uLkWu-Yt_2024-06-06_19-40-41_UTC,"[(0.0, 3.167), (3.167, 4.6), (4.6, 6.2), (6.2, 8.133), (8.133, 9.2), (9.2, 10.1), (10.1, 13.3), (13.3, 15.567), (15.567, 17.2), (17.2, 19.367), (19.367, 20.3), (20.3, 23.2), (23.2, 25.167), (25.167, 30.4), (30.4, 34.5), (34.5, 36.1), (36.1, 37.4), (37.4, 38.3), (38.3, 39.3), (39.3, 40.367), (40.367, 41.033)]","[('00:00:00.000', '00:00:03.167'), ('00:00:03.167', '00:00:04.600'), ('00:00:04.600', '00:00:06.200'), ('00:00:06.200', '00:00:08.133'), ('00:00:08.133', '00:00:09.200'), ('00:00:09.200', '00:00:10.100'), ('00:00:10.100', '00:00:13.300'), ('00:00:13.300', '00:00:15.567'), ('00:00:15.567', '00:00:17.200'), ('00:00:17.200', '00:00:19.367'), ('00:00:19.367', '00:00:20.300'), ('00:00:20.300', '00:00:23.200'), ('00:00:23.200', '00:00:25.167'), ('00:00:25.167', '00:00:30.400'), ('00:00:30.400', '00:00:34.500'), ('00:00:34.500', '00:00:36.100'), ('00:00:36.100', '00:00:37.400'), ('00:00:37.400', '00:00:38.300'), ('00:00:38.300', '00:00:39.300'), ('00:00:39.300', '00:00:40.367'), ('00:00:40.367', '00:00:41.033')]"
